,pretty_formula,spacegroup,material_id,e_above_hull,band_gap,elements,tolerance
462,Cs2LiInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}",mp-571527,0.0,3.2284,"['Cl', 'Cs', 'In', 'Li']",[4.133370208769357]
463,Cs2KScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113047,0.0099332675000014,3.2299,"['Br', 'Cs', 'K', 'Sc']",[4.233885363404445]
464,Cs2RbAlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112531,0.0655660662499992,3.2316000000000003,"['Al', 'Br', 'Cs', 'Rb']",[4.458713682068899]
465,Cs2YTlI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112156,0.0039362145000003,3.2366,"['Cs', 'I', 'Tl', 'Y']",[4.855478213963844]
466,Cs2KPrI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113035,0.004710938875001,3.2604,"['Cs', 'I', 'K', 'Pr']",[4.886492582513985]
467,Cs2RbScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112119,0.0218147795000014,3.2669,"['Br', 'Cs', 'Rb', 'Sc']",[5.160399318997725]
468,Cs2KNdI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113039,0.0011277410000012,3.2681,"['Cs', 'I', 'K', 'Nd']",[4.867849625006502]
469,Cs2KAlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113061,0.0568558142499986,3.2703,"['Al', 'Br', 'Cs', 'K']",[4.2058201019397785]
470,Cs2KYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112687,0.0026421485000005,3.2834,"['Cs', 'I', 'K', 'Y']",[4.6789781775162105]
471,CsRb2ScBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113608,0.0814697666666681,3.3041,"['Br', 'Cs', 'Rb', 'Sc']",[5.160399318997725]
472,Rb2PrAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113713,0.0499699297500009,3.3066,"['Ag', 'Br', 'Pr', 'Rb']",[4.862718136127475]
473,KRb2AlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114652,0.0747149237499997,3.3134,"['Al', 'Br', 'K', 'Rb']",[4.382333055900675]
474,Rb2NdAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113715,0.0446290365000008,3.3158,"['Ag', 'Br', 'Nd', 'Rb']",[4.84344957085529]
475,Rb2ScAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113338,0.0,3.3213,"['Ag', 'Cl', 'Rb', 'Sc']",[4.266186757928791]
476,Cs2RbYI6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112507,0.0144150075000006,3.3299,"['Cs', 'I', 'Rb', 'Y']",[6.561745251011091]
477,Rb2YAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113556,0.0089877844999994,3.3533,"['Ag', 'Br', 'Rb', 'Y']",[4.647727287207704]
478,Rb2YInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114528,0.0412542542124994,3.3592,"['Cl', 'In', 'Rb', 'Y']",[]
479,Cs2KGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113050,0.0523498575000003,3.3618,"['Cl', 'Cs', 'Ga', 'K']",[4.012696755725093]
480,Cs2YAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112934,0.0049141476874994,3.3675,"['Ag', 'Br', 'Cs', 'Y']",[4.238609914542074]
481,CsRb2SbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113396,0.077297841583336,3.3986,"['Cl', 'Cs', 'Rb', 'Sb']",[5.111231000193998]
482,Cs2NdAgBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112944,0.0,3.4075,"['Ag', 'Br', 'Cs', 'Nd']",[4.322153293435308]
483,Cs2KSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112716,0.0122465540000011,3.4088,"['Cl', 'Cs', 'K', 'Sb']",[4.102121891124065]
484,Cs2ScAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112622,0.0,3.4125,"['Ag', 'Cl', 'Cs', 'Sc']",[4.012806826466352]
485,KRb2GaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114657,0.0710434622499986,3.4389000000000003,"['Cl', 'Ga', 'K', 'Rb']",[4.265245101668109]
486,Cs2RbGaCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112517,0.0616348784999987,3.471,"['Cl', 'Cs', 'Ga', 'Rb']",[4.501013851122879]
487,Cs2KAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112625,0.0214673309999988,3.4842,"['As', 'Cl', 'Cs', 'K']",[4.013865144805276]
488,Rb2ScTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114663,0.0,3.4899,"['Cl', 'Rb', 'Sc', 'Tl']",[4.6714961875425915]
489,Cs2RbAsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112007,0.032604126999999,3.4902,"['As', 'Cl', 'Cs', 'Rb']",[4.392303563214144]
490,KRb2AsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114655,0.0154780212500007,3.5016,"['As', 'Cl', 'K', 'Rb']",[4.228577007565236]
491,Cs2RbSbCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112122,0.0245451800000013,3.5021,"['Cl', 'Cs', 'Rb', 'Sb']",[5.111231000193998]
492,Cs2YInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112628,0.0092442910625019,3.5192,"['Cl', 'Cs', 'In', 'Y']",[]
493,CsRb2AsCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113605,0.0857983690833337,3.5203999999999995,"['As', 'Cl', 'Cs', 'Rb']",[4.392303563214144]
494,Cs2KBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112789,0.0149596585000013,3.5275000000000003,"['Bi', 'Br', 'Cs', 'K']",[4.800460740128193]
495,Cs2RbBiBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112132,0.0262351525000017,3.5829,"['Bi', 'Br', 'Cs', 'Rb']",[8.350749175674977]
496,Rb2LaAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113750,0.0436546027499997,3.5894,"['Ag', 'Cl', 'La', 'Rb']",[4.850419780006065]
497,Cs2KInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112759,0.0,3.6013,"['Cl', 'Cs', 'In', 'K']",[4.152837277946115]
498,Cs2LiBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113024,0.0090494863333328,3.6054,"['Bi', 'Cl', 'Cs', 'Li']",[4.016992918023442]
499,Cs2ScTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112000,0.0044642239999994,3.61,"['Cl', 'Cs', 'Sc', 'Tl']",[4.16692817145068]
500,Rb2LiBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114562,0.0,3.6126,"['Bi', 'Cl', 'Li', 'Rb']",[4.220440730078003]
501,Cs2LaAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113585,0.0095079039999999,3.6177,"['Ag', 'Cl', 'Cs', 'La']",[4.249879505344593]
502,KRb2InCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989529,0.0,3.6461,"['K', 'Rb', 'In', 'Cl']",[4.640506823485419]
503,Rb2PrAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113680,0.0426396705000042,3.6524,"['Ag', 'Cl', 'Pr', 'Rb']",[4.722137746848592]
504,Rb2NdAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113719,0.0348077902499999,3.6779,"['Ag', 'Cl', 'Nd', 'Rb']",[4.702369528960405]
505,Cs2RbInCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112125,0.0027301315000003,3.6863,"['Cl', 'Cs', 'In', 'Rb']",[5.36764527630021]
506,Cs2CaSnCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989570,0.0158837669999996,3.6996,"['Cs', 'Ca', 'Sn', 'Cl']",[]
507,Rb2LuAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113737,0.0,3.7147,"['Ag', 'Cl', 'Lu', 'Rb']",[4.4245668709982215]
508,Rb2LiScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114429,0.0,3.728,"['Cl', 'Li', 'Rb', 'Sc']",[4.278415947486432]
509,Rb2SmAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113616,0.0158675532500032,3.7353,"['Ag', 'Cl', 'Rb', 'Sm']",[4.635346937802407]
510,Rb2TmAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113580,0.0,3.7384,"['Ag', 'Cl', 'Rb', 'Tm']","[4.45998960086435, 4.391729509299581]"
511,Cs2LuAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113542,0.0,3.7426,"['Ag', 'Cl', 'Cs', 'Lu']",[4.06033521121908]
512,Rb2ErAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113725,0.003274291549999,3.7429,"['Ag', 'Cl', 'Er', 'Rb']",[4.479747411984487]
513,Rb2TbAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113698,0.0087558019499991,3.7497,"['Ag', 'Cl', 'Rb', 'Tb']",[4.550538382371196]
514,Cs2LiLaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1245352,0.0140252244999992,3.7546,"['Br', 'Cs', 'La', 'Li']",[4.186041386860522]
515,Rb2DyAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113793,0.0068911976499999,3.7568,"['Ag', 'Cl', 'Dy', 'Rb']","[4.525974589523657, 4.4496579892550745]"
516,CsRb2YBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113330,0.069933623333334,3.768,"['Br', 'Cs', 'Rb', 'Y']",[6.365981737318132]
517,Cs2LiScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113004,0.0112161290000001,3.7721,"['Cl', 'Cs', 'Li', 'Sc']",[4.189306843360902]
518,Cs2TmAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113440,0.0,3.775,"['Ag', 'Cl', 'Cs', 'Tm']","[4.074443823895807, 4.047917997412511]"
519,Cs2LiScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}",mp-1189625,0.0,3.782200000000001,"['Cl', 'Cs', 'Li', 'Sc']",[4.189306843360902]
520,Cs2NaBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1080041,0.0,3.7845,"['Bi', 'Cl', 'Cs', 'Na']",[4.103601466557032]
521,Rb2NaBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-989520,0.0,3.797,"['Bi', 'Cl', 'Na', 'Rb']",[4.529410193126941]
522,Cs2ErAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113595,0.0,3.8081,"['Ag', 'Cl', 'Cs', 'Er']",[4.082566255203214]
523,Rb2YTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114612,0.0183674329999998,3.8096,"['Br', 'Rb', 'Tl', 'Y']",[5.556315249997358]
524,Rb2YAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113700,0.0078286608999995,3.8124,"['Ag', 'Cl', 'Rb', 'Y']",[4.500285331052806]
525,Cs2DyAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113610,0.0,3.8325,"['Ag', 'Cl', 'Cs', 'Dy']","[4.102121891124065, 4.070263930888639]"
526,CsRb2InCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113607,0.0561261380000046,3.8355,"['Cl', 'Cs', 'In', 'Rb']",[5.36764527630021]
527,Cs2TbAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112937,0.0,3.8468,"['Ag', 'Cl', 'Cs', 'Tb']",[4.11276836057715]
528,Cs2NaLaBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1079096,0.0065431379999991,3.8472,"['Br', 'Cs', 'La', 'Na']",[4.251493821473414]
529,Cs2PrAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113459,0.0072789435000033,3.8493,"['Ag', 'Cl', 'Cs', 'Pr']",[4.1901776676245985]
530,Cs2NdAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112945,0.0,3.8586,"['Ag', 'Cl', 'Cs', 'Nd']",[4.181073251540424]
531,Cs2SmAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112939,0.0,3.8839,"['Ag', 'Cl', 'Cs', 'Sm']",[4.150503031238438]
532,Rb2AlTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114467,0.0612402020000004,3.8855,"['Al', 'Cl', 'Rb', 'Tl']",[4.2296637960044325]
533,Cs2YAgCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113432,0.0,3.905,"['Ag', 'Cl', 'Cs', 'Y']",[4.091167958387177]
534,Cs2YTlBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112106,0.0068883694999994,3.9156,"['Br', 'Cs', 'Tl', 'Y']",[4.648919102166114]
535,Cs2AlTlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112505,0.0407678682500001,3.9489,"['Al', 'Cl', 'Cs', 'Tl']",[4.013583374348323]
536,Rb2NaScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114671,0.0,3.949,"['Cl', 'Na', 'Rb', 'Sc']",[4.2124845803101945]
537,Cs2NaScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1111988,0.0,3.9499,"['Cl', 'Cs', 'Na', 'Sc']",[4.023163804682872]
538,Cs2LiPrBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112675,0.0,3.9651,"['Br', 'Cs', 'Li', 'Pr']",[4.1986454217242475]
539,Rb2LiPrBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114572,0.0390564272500006,3.9872,"['Br', 'Li', 'Pr', 'Rb']",[4.383463752140917]
540,Cs2LiNdBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112679,0.0,3.9914,"['Br', 'Cs', 'Li', 'Nd']",[4.201233822498899]
541,Rb2LiNdBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114570,0.0333525640000003,4.0028,"['Br', 'Li', 'Nd', 'Rb']",[4.382894369334364]
542,Rb2LiYBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114582,0.0,4.0385,"['Br', 'Li', 'Rb', 'Y']",[4.389681955674366]
543,Rb2NaPrBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114594,0.0382683397500009,4.0479,"['Br', 'Na', 'Pr', 'Rb']",[4.605568325072091]
544,Cs2LiYBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112666,0.0,4.0535,"['Br', 'Cs', 'Li', 'Y']",[4.243345937199448]
545,Rb2NaNdBr6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114592,0.0323178794999998,4.0601,"['Br', 'Na', 'Nd', 'Rb']",[4.594311476354124]
546,Cs2KScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-571124,0.0,4.0621,"['Cs', 'K', 'Sc', 'Cl']",[4.085949462964278]
547,Cs2KBiCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112786,0.0111666988750016,4.0624,"['Bi', 'Cl', 'Cs', 'K']",[4.67464554268042]
548,KRb2ScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1114410,0.0,4.0632,"['Cl', 'K', 'Rb', 'Sc']",[4.487868429169957]
549,Cs2RbScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112120,0.0059173800000102,4.088,"['Cl', 'Cs', 'Rb', 'Sc']",[5.025920190145202]
550,Cs2NaAlCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1112997,0.0363450222500012,4.128699999999999,"['Al', 'Cl', 'Cs', 'Na']",[4.221776571974987]
551,CsRb2ScCl6,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}",mp-1113402,0.0574664476666741,4.1402,"['Cl', 'Cs', 'Rb', 'Sc']",[5.025920190145202]
